SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
AUTOBEES,EQ,19-Apr-2023,131.29,131.98,131.98,129.5,131.02,131.11,131.19,67053,87.97,700,46577,69.46
AUTOIND,EQ,19-Apr-2023,72.85,72.85,72.9,71.35,72.8,72.55,72.27,19929,14.4,388,12604,63.24
AVADHSUGAR,EQ,19-Apr-2023,475.7,472.05,513.85,472.05,505.0,501.05,497.52,260717,1297.13,13723,81643,31.31
AVALON,EQ,19-Apr-2023,398.0,405.0,422.75,402.0,406.0,407.35,411.24,1569098,6452.75,33839,684931,43.65
AVANTIFEED,EQ,19-Apr-2023,361.75,359.65,374.7,359.65,365.5,363.8,368.71,313541,1156.05,13832,64836,20.68
AVONMORE,EQ,19-Apr-2023,66.9,68.65,68.65,64.45,64.8,64.85,65.61,18492,12.13,302,12632,68.31
AVROIND,EQ,19-Apr-2023,118.7,121.4,124.95,116.2,123.0,122.4,120.15,515250,619.05,1490,275762,53.52
AVSL,SM,19-Apr-2023,145.0,137.75,137.75,137.75,137.75,137.75,137.75,3000,4.13,1,3000,100.00
AVTNPL,EQ,19-Apr-2023,84.5,85.4,86.5,83.6,84.45,83.95,84.78,72201,61.21,1470,48276,66.86
AWHCL,EQ,19-Apr-2023,259.85,262.4,262.4,257.85,258.0,258.45,259.61,37119,96.37,1523,26562,71.56
AWL,EQ,19-Apr-2023,403.45,405.8,417.0,398.85,408.9,408.3,407.39,1750568,7131.63,31981,618761,35.35
AXISBANK,EQ,19-Apr-2023,863.35,865.0,874.5,862.55,871.95,873.4,869.32,23494247,204240.19,170158,5932070,25.25
AXISBNKETF,EQ,19-Apr-2023,425.66,429.97,429.97,423.31,424.73,424.48,425.03,111,0.47,26,59,53.15
AXISBPSETF,EQ,19-Apr-2023,10.88,11.2,11.2,10.87,10.89,10.88,10.89,6635,0.72,213,5989,90.26
AXISCADES,EQ,19-Apr-2023,308.3,308.0,313.7,306.1,307.05,308.7,310.03,26365,81.74,1526,15282,57.96
AXISCETF,EQ,19-Apr-2023,74.15,74.15,74.32,73.81,73.81,73.81,74.14,277,0.21,18,203,73.29
AXISGOLD,EQ,19-Apr-2023,51.8,52.25,52.25,51.34,51.35,51.49,51.63,90931,46.95,900,68443,75.27
AXISHCETF,EQ,19-Apr-2023,80.41,80.41,80.99,80.41,80.72,80.68,80.66,2404,1.94,32,1295,53.87
AXISILVER,EQ,19-Apr-2023,76.1,76.16,77.47,74.62,75.85,75.78,75.98,10220,7.76,137,5381,52.65
AXISNIFTY,EQ,19-Apr-2023,188.53,191.0,191.0,187.41,187.45,187.6,187.77,7845,14.73,114,7400,94.33
AXISTECETF,EQ,19-Apr-2023,281.28,284.81,284.81,275.57,277.0,276.63,276.02,62925,173.69,500,56446,89.70
AXITA,EQ,19-Apr-2023,70.2,71.0,71.7,71.0,71.4,71.45,71.46,10122267,7233.06,13872,3902174,38.55
AXSENSEX,EQ,19-Apr-2023,59.38,59.35,59.72,59.16,59.16,59.2,59.26,5329,3.16,30,5314,99.72
AYMSYNTEX,EQ,19-Apr-2023,71.0,71.0,71.8,68.3,68.3,68.65,69.26,38197,26.45,436,32279,84.51
BAFNAPH,BE,19-Apr-2023,86.0,86.0,87.0,84.0,84.0,84.05,85.06,158,0.13,16,-,-
BAGFILMS,EQ,19-Apr-2023,4.35,4.35,4.55,4.2,4.4,4.35,4.29,157717,6.77,225,98990,62.76
BAHETI,SM,19-Apr-2023,117.95,117.95,118.95,117.95,118.0,118.0,118.37,15000,17.76,5,12000,80.00
BAIDFIN,EQ,19-Apr-2023,35.6,35.0,35.95,34.05,35.0,35.0,35.41,69817,24.72,289,6142,8.80
BAJAJ-AUTO,EQ,19-Apr-2023,4209.25,4184.1,4296.9,4180.05,4265.0,4265.8,4265.51,406755,17350.17,52782,124447,30.60
BAJAJCON,EQ,19-Apr-2023,154.9,154.95,157.0,154.05,155.7,155.1,155.85,73499,114.55,1963,34570,47.03
BAJAJELEC,EQ,19-Apr-2023,1043.35,1044.0,1089.0,1042.7,1077.0,1076.5,1073.86,170645,1832.49,14285,45855,26.87
BAJAJFINSV,EQ,19-Apr-2023,1335.2,1335.0,1338.95,1322.05,1332.4,1331.35,1330.05,590360,7852.1,31818,198096,33.56
BAJAJHCARE,EQ,19-Apr-2023,319.6,325.0,325.95,319.0,322.0,323.9,322.23,19878,64.05,1229,5923,29.80
BAJAJHIND,EQ,19-Apr-2023,13.85,13.95,15.05,13.9,15.0,14.9,14.54,26046175,3786.79,17458,9574609,36.76
BAJAJHLDNG,EQ,19-Apr-2023,6349.65,6349.65,6390.0,6265.05,6325.0,6315.55,6320.72,37648,2379.62,9909,6565,17.44
BAJFINANCE,EQ,19-Apr-2023,5915.65,5915.65,5960.0,5880.0,5940.0,5947.75,5927.79,554928,32894.98,65600,246781,44.47
BALAJITELE,EQ,19-Apr-2023,40.7,40.75,41.55,40.0,40.5,40.3,40.73,47428,19.32,487,27693,58.39
BALAMINES,EQ,19-Apr-2023,2394.85,2385.0,2424.0,2330.0,2344.0,2346.2,2378.82,47980,1141.36,7034,18195,37.92
BALAXI,EQ,19-Apr-2023,552.95,559.7,559.7,542.05,548.95,544.05,547.73,2550,13.97,166,2097,82.24
BALKRISHNA,EQ,19-Apr-2023,33.85,35.55,37.2,35.55,37.2,37.2,37.0,70017,25.9,383,34976,49.95
BALKRISIND,EQ,19-Apr-2023,2125.4,2126.05,2129.9,2017.2,2021.95,2023.9,2061.23,308906,6367.28,32383,105567,34.17
BALLARPUR,BZ,19-Apr-2023,0.75,0.7,0.8,0.7,0.8,0.8,0.78,4173099,32.46,466,-,-
BALMLAWRIE,EQ,19-Apr-2023,113.8,114.0,115.9,114.0,114.85,114.65,114.79,123341,141.59,1769,58422,47.37
BALPHARMA,EQ,19-Apr-2023,70.4,71.05,72.15,70.6,70.6,71.2,71.15,17993,12.8,403,11650,64.75
BALRAMCHIN,EQ,19-Apr-2023,409.0,410.0,422.0,409.75,422.0,420.45,416.73,2189247,9123.17,24019,806001,36.82
BANARBEADS,EQ,19-Apr-2023,79.65,79.8,80.75,79.05,79.6,79.95,80.17,5958,4.78,134,3994,67.04
BANARISUG,EQ,19-Apr-2023,2792.9,2791.95,2811.95,2773.0,2789.0,2782.85,2783.93,435,12.11,238,258,59.31
BANCOINDIA,EQ,19-Apr-2023,231.5,231.15,249.55,231.15,244.0,244.2,241.87,402318,973.1,12345,177432,44.10
BANDHANBNK,EQ,19-Apr-2023,213.3,213.0,218.35,209.7,214.0,214.35,214.7,13543287,29077.91,94089,4834954,35.70
BANG,EQ,19-Apr-2023,39.3,39.1,39.6,38.85,39.0,39.0,39.13,3547,1.39,66,2934,82.72
BANKA,EQ,19-Apr-2023,73.2,76.0,80.8,73.05,80.0,79.85,78.3,31957,25.02,551,18925,59.22
BANKBARODA,EQ,19-Apr-2023,177.9,178.4,179.15,176.45,177.1,177.25,177.61,15390111,27334.65,55867,4747652,30.85
BANKBEES,EQ,19-Apr-2023,426.91,428.39,428.39,424.61,426.0,425.86,426.02,334938,1426.9,5507,216400,64.61
BANKINDIA,EQ,19-Apr-2023,80.75,80.95,82.25,79.6,79.85,80.15,80.93,11415718,9238.71,28580,2551178,22.35
BANSWRAS,EQ,19-Apr-2023,146.05,147.0,152.4,142.55,143.6,143.35,147.45,109218,161.05,3194,55622,50.93
BARBEQUE,EQ,19-Apr-2023,629.15,630.0,636.35,625.05,628.95,629.35,628.52,69112,434.39,4496,41138,59.52
BASF,EQ,19-Apr-2023,2364.05,2364.05,2389.7,2351.0,2366.0,2363.95,2370.89,3260,77.29,1107,1668,51.17
BASML,EQ,19-Apr-2023,42.85,43.8,43.8,40.5,40.55,40.9,41.43,92317,38.25,1209,59146,64.07
BATAINDIA,EQ,19-Apr-2023,1421.4,1431.0,1438.7,1413.25,1432.8,1431.05,1425.19,498684,7107.19,18692,241653,48.46
BAYERCROP,EQ,19-Apr-2023,4122.2,4122.2,4142.8,4081.0,4081.0,4105.95,4114.82,4962,204.18,1344,2724,54.90
BBETF0432,EQ,19-Apr-2023,1055.88,1055.93,1057.97,1053.1,1056.5,1056.11,1053.44,4637,48.85,62,4492,96.87
BBL,EQ,19-Apr-2023,2669.6,2672.0,2705.95,2670.15,2698.0,2697.85,2691.25,8288,223.05,1360,5436,65.59
BBOX,EQ,19-Apr-2023,132.2,132.3,139.85,131.05,138.85,138.5,136.72,194705,266.2,2183,116597,59.88
BBTC,EQ,19-Apr-2023,904.35,904.35,936.0,898.3,925.9,923.4,926.22,82723,766.19,7790,28400,34.33
BBTCL,EQ,19-Apr-2023,217.8,220.5,226.75,216.6,224.0,222.75,222.8,5193,11.57,448,2852,54.92
BCG,EQ,19-Apr-2023,14.0,13.3,13.3,13.3,13.3,13.3,13.3,2055173,273.34,8506,2055173,100.00
BCLIND,EQ,19-Apr-2023,431.05,434.45,452.0,430.8,440.8,439.1,443.91,181976,807.81,5373,54328,29.85
BCONCEPTS,EQ,19-Apr-2023,194.4,196.45,202.95,194.55,198.0,198.4,197.61,10153,20.06,239,8714,85.83
BCP,EQ,19-Apr-2023,4.05,4.1,4.15,4.0,4.15,4.1,4.09,82049,3.36,164,55775,67.98
BDL,EQ,19-Apr-2023,984.6,985.9,988.4,968.0,973.2,971.45,975.63,506253,4939.16,14427,260561,51.47
BEARDSELL,EQ,19-Apr-2023,22.55,23.5,23.5,22.05,22.1,22.25,22.66,27905,6.32,237,20824,74.62
BECTORFOOD,EQ,19-Apr-2023,586.8,588.25,598.0,586.25,591.25,594.65,593.78,314874,1869.66,19589,126799,40.27
BEDMUTHA,EQ,19-Apr-2023,57.55,57.5,58.15,56.3,56.3,56.3,57.15,2354,1.35,63,1442,61.26
BEL,EQ,19-Apr-2023,102.95,103.0,103.1,101.25,101.35,101.4,102.33,11271768,11534.27,62891,6130130,54.38
BEML,EQ,19-Apr-2023,1245.3,1254.0,1257.1,1230.0,1235.5,1235.0,1242.74,86144,1070.55,7706,33687,39.11
BEPL,EQ,19-Apr-2023,102.65,102.5,104.0,102.05,102.8,102.55,103.19,105406,108.77,1247,61196,58.06
BERGEPAINT,EQ,19-Apr-2023,579.7,580.0,581.8,574.0,574.8,575.65,577.53,248417,1434.69,11593,64390,25.92
BESTAGRO,EQ,19-Apr-2023,1115.05,1115.05,1134.5,1107.0,1111.0,1117.2,1119.92,23306,261.01,2753,12024,51.59
BETA,SM,19-Apr-2023,770.0,742.2,809.7,717.0,789.0,788.0,768.76,12000,92.25,48,8200,68.33
BEWLTD,SM,19-Apr-2023,800.0,780.1,840.0,780.0,809.0,809.35,806.25,9750,78.61,36,8000,82.05
BFINVEST,EQ,19-Apr-2023,412.55,413.0,415.4,400.05,402.0,401.85,405.79,39816,161.57,3027,21235,53.33
BFUTILITIE,EQ,19-Apr-2023,327.9,329.4,330.55,325.2,326.5,326.6,327.54,77167,252.75,3358,22055,28.58
BGRENERGY,EQ,19-Apr-2023,52.45,52.7,53.4,51.7,52.0,52.05,52.5,75623,39.7,844,43950,58.12
BHAGCHEM,EQ,19-Apr-2023,1447.4,1458.0,1534.95,1269.55,1504.0,1505.2,1462.05,204672,2992.4,10221,114747,56.06
BHAGERIA,EQ,19-Apr-2023,132.6,132.9,144.9,132.9,140.6,142.15,139.76,53616,74.93,1453,29222,54.50
BHAGYANGR,EQ,19-Apr-2023,47.1,47.2,48.45,46.95,47.3,47.15,47.67,9519,4.54,128,4779,50.20
BHANDARI,EQ,19-Apr-2023,4.55,4.55,4.65,4.5,4.5,4.55,4.56,137188,6.26,319,90696,66.11
BHARATFORG,EQ,19-Apr-2023,789.3,793.8,793.8,776.05,779.0,780.55,781.7,885865,6924.84,20817,436323,49.25
BHARATGEAR,EQ,19-Apr-2023,122.35,123.3,127.0,121.1,122.6,122.7,124.04,119508,148.24,2431,48144,40.29
BHARATRAS,EQ,19-Apr-2023,9499.0,9519.95,9519.95,9401.0,9401.0,9430.35,9450.42,349,32.98,213,193,55.30
BHARATWIRE,EQ,19-Apr-2023,159.35,160.3,164.5,156.1,163.85,163.65,161.57,1553701,2510.24,17212,632135,40.69
BHARTIARTL,EQ,19-Apr-2023,759.75,761.35,766.85,756.0,766.0,764.65,762.03,3429794,26135.96,118984,1829458,53.34
BHEL,EQ,19-Apr-2023,75.45,75.55,76.95,75.0,75.45,75.4,75.89,19669027,14926.38,52967,4690777,23.85
BIGBLOC,EQ,19-Apr-2023,130.3,130.3,132.6,130.0,130.85,131.35,131.11,30820,40.41,761,13804,44.79
BIKAJI,EQ,19-Apr-2023,359.75,361.65,395.7,360.8,375.0,374.5,385.43,2121111,8175.44,53238,875421,41.27
BIL,EQ,19-Apr-2023,175.95,171.65,182.0,171.65,175.6,176.1,177.54,1474,2.62,271,607,41.18
BINANIIND,EQ,19-Apr-2023,18.95,18.0,18.0,18.0,18.0,18.0,18.0,13894,2.5,92,13894,100.00
BINDALAGRO,EQ,19-Apr-2023,20.95,20.95,21.25,20.2,20.7,20.8,20.78,78126,16.23,480,46929,60.07
BIOCON,EQ,19-Apr-2023,232.1,232.6,233.2,226.8,228.35,229.4,229.54,4306899,9886.27,40031,1686720,39.16
BIOFILCHEM,EQ,19-Apr-2023,44.0,44.05,48.5,43.6,45.3,45.6,46.48,99622,46.3,1234,33138,33.26
BIRET,RR,19-Apr-2023,277.45,278.95,280.0,276.25,278.7,278.69,278.14,13962,38.83,407,11661,83.52
BIRLACABLE,EQ,19-Apr-2023,130.45,131.0,131.55,129.15,129.25,129.55,130.43,25928,33.82,733,17730,68.38
BIRLACORPN,EQ,19-Apr-2023,928.4,933.25,933.3,908.3,912.7,910.25,917.86,31681,290.79,3698,15990,50.47
BIRLAMONEY,EQ,19-Apr-2023,51.05,51.85,52.5,50.95,51.55,51.5,51.7,56922,29.43,689,31694,55.68
BLAL,BE,19-Apr-2023,1838.95,287.0,299.9,272.65,272.65,272.65,282.91,480708,1359.95,3700,-,-
BLBLIMITED,EQ,19-Apr-2023,22.8,22.95,23.2,22.4,23.0,22.75,22.75,10158,2.31,107,6436,63.36
BLISSGVS,EQ,19-Apr-2023,75.0,75.1,78.15,75.05,76.5,76.6,76.93,157307,121.01,1991,76021,48.33
BLKASHYAP,EQ,19-Apr-2023,35.7,35.7,37.25,35.5,35.8,36.05,36.58,490232,179.33,2535,228237,46.56
BLS,EQ,19-Apr-2023,169.85,170.0,171.9,168.2,169.0,169.3,169.7,611661,1037.97,9781,218588,35.74
BLUEDART,EQ,19-Apr-2023,6059.95,6064.95,6081.0,6015.35,6035.0,6068.7,6057.55,15430,934.68,3845,9890,64.10
BLUESTARCO,EQ,19-Apr-2023,1464.15,1464.0,1472.9,1447.25,1468.0,1468.65,1466.7,63030,924.46,6247,37637,59.71
BMETRICS,SM,19-Apr-2023,409.15,409.15,409.15,409.15,409.15,409.15,409.15,400,1.64,1,400,100.00
BODALCHEM,EQ,19-Apr-2023,66.8,67.2,69.8,67.0,68.0,67.75,68.79,481707,331.37,5065,165277,34.31
BOHRAIND,EQ,19-Apr-2023,99.9,102.95,104.85,97.0,104.85,104.85,103.67,451,0.47,40,392,86.92
BOMDYEING,EQ,19-Apr-2023,84.3,84.55,85.5,83.3,83.85,84.25,84.39,1280072,1080.23,6233,668022,52.19
BOROLTD,EQ,19-Apr-2023,382.9,384.9,404.0,384.9,397.15,398.0,398.47,234912,936.05,11102,95650,40.72
BORORENEW,EQ,19-Apr-2023,443.85,443.55,457.8,441.0,449.0,449.7,449.53,247634,1113.19,10736,81448,32.89
BOSCHLTD,EQ,19-Apr-2023,18814.25,18899.85,18901.0,18611.6,18665.0,18686.2,18690.16,13542,2531.02,4146,7564,55.86
BPCL,EQ,19-Apr-2023,334.8,334.95,343.3,333.7,342.8,342.0,337.24,4926432,16613.71,68566,2528173,51.32
BPL,EQ,19-Apr-2023,59.5,59.5,60.2,56.6,57.85,57.95,58.34,82019,47.85,1132,44024,53.68
BRIGADE,EQ,19-Apr-2023,501.0,500.7,509.0,494.6,497.25,498.55,501.76,114666,575.35,19552,57998,50.58
BRIGHT,SM,19-Apr-2023,6.05,6.05,6.05,5.85,5.85,5.85,5.93,54000,3.2,17,48000,88.89
BRITANNIA,EQ,19-Apr-2023,4301.85,4326.0,4326.0,4270.45,4306.0,4293.85,4293.56,347248,14909.31,32584,166553,47.96
BRITANNIA,N3,19-Apr-2023,29.58,29.58,29.75,29.46,29.6,29.6,29.51,8899,2.63,104,8898,99.99
BRNL,EQ,19-Apr-2023,28.75,29.25,29.25,28.1,28.65,28.55,28.95,13857,4.01,276,8795,63.47
BROOKS,EQ,19-Apr-2023,67.2,67.0,68.7,66.1,68.5,68.1,68.02,22861,15.55,429,14002,61.25
BSE,EQ,19-Apr-2023,467.2,467.2,468.85,453.0,454.9,454.4,459.69,435629,2002.56,18249,253084,58.10
BSHSL,BE,19-Apr-2023,355.7,356.85,364.0,343.0,349.5,345.2,348.92,21377,74.59,792,-,-
BSL,EQ,19-Apr-2023,174.75,174.55,174.6,172.05,173.0,173.1,173.04,729,1.26,70,372,51.03
BSLGOLDETF,EQ,19-Apr-2023,54.21,54.77,54.78,53.43,53.43,53.89,54.24,8346,4.53,519,4426,53.03
BSLNIFTY,EQ,19-Apr-2023,19.9,19.99,20.0,19.8,19.88,19.86,19.84,212332,42.13,556,183512,86.43
BSLSENETFG,EQ,19-Apr-2023,57.88,57.83,57.88,57.52,57.7,57.53,57.69,3494,2.02,23,3400,97.31
BSOFT,EQ,19-Apr-2023,263.35,264.3,264.65,257.2,257.75,258.1,260.77,1542730,4023.03,22641,353124,22.89
BTML,EQ,19-Apr-2023,189.1,189.6,189.6,179.65,187.9,187.3,184.46,42884,79.11,489,32930,76.79
BURNPUR,EQ,19-Apr-2023,5.05,5.0,5.25,4.8,5.0,5.0,5.07,208379,10.57,469,127161,61.02
BUTTERFLY,EQ,19-Apr-2023,1161.9,1186.25,1186.25,1159.55,1174.0,1170.35,1169.86,3686,43.12,439,2789,75.66
BVCL,EQ,19-Apr-2023,29.3,29.05,29.55,27.6,28.75,28.15,28.39,33976,9.64,377,25660,75.52
BYKE,EQ,19-Apr-2023,38.15,38.2,39.0,37.5,38.8,38.75,38.52,51540,19.85,434,34335,66.62
CALSOFT,EQ,19-Apr-2023,13.3,13.1,13.6,12.8,13.35,13.2,13.22,19607,2.59,208,12013,61.27
CAMLINFINE,EQ,19-Apr-2023,175.9,175.8,176.9,172.0,173.35,174.0,173.75,829298,1440.87,9157,321394,38.75
CAMPUS,EQ,19-Apr-2023,349.7,348.5,354.35,345.0,350.05,352.55,349.89,2037784,7130.0,17230,1447417,71.03
CAMS,EQ,19-Apr-2023,2129.15,2139.8,2149.95,2105.7,2118.0,2114.1,2123.95,28673,609.0,5471,14203,49.53
CANBK,EQ,19-Apr-2023,299.2,299.0,301.15,293.4,295.0,295.05,297.02,4510457,13397.12,32485,962441,21.34
CANFINHOME,EQ,19-Apr-2023,562.45,561.5,574.85,561.5,565.0,564.55,568.53,412979,2347.91,14861,82447,19.96
CANTABIL,EQ,19-Apr-2023,955.15,970.0,989.0,956.05,966.0,965.05,972.1,20869,202.87,3076,6911,33.12
CAPACITE,EQ,19-Apr-2023,129.55,129.55,133.0,127.35,128.35,128.15,130.44,291648,380.43,4875,162807,55.82
CAPLIPOINT,EQ,19-Apr-2023,620.3,621.0,688.0,621.0,686.9,676.5,664.78,774672,5149.89,29504,109573,14.14
CAPTRUST,EQ,19-Apr-2023,72.05,73.45,73.45,69.8,70.1,70.45,71.19,10226,7.28,385,4991,48.81
CARBORUNIV,EQ,19-Apr-2023,991.65,993.0,1002.95,978.8,984.65,981.95,988.55,26787,264.8,3565,13445,50.19
CAREERP,EQ,19-Apr-2023,228.8,230.0,232.0,218.2,222.0,222.15,224.46,119030,267.18,5354,50509,42.43
CARERATING,EQ,19-Apr-2023,653.25,652.25,657.8,646.15,653.0,655.45,653.21,22219,145.14,1695,17053,76.75
CARTRADE,EQ,19-Apr-2023,393.7,394.3,394.85,388.5,392.0,391.3,391.27,33550,131.27,3934,20532,61.20
CARYSIL,EQ,19-Apr-2023,611.85,612.55,627.6,612.05,622.2,622.75,620.98,87302,542.13,5969,44303,50.75
CASTROLIND,EQ,19-Apr-2023,115.0,115.3,117.35,115.0,116.65,116.9,116.69,1002757,1170.07,13296,640023,63.83
CCCL,BE,19-Apr-2023,1.3,1.3,1.3,1.25,1.25,1.3,1.26,36133,0.46,98,-,-
CCHHL,EQ,19-Apr-2023,7.45,7.8,7.8,7.3,7.45,7.45,7.48,48760,3.65,169,24323,49.88
CCL,EQ,19-Apr-2023,559.2,561.95,568.9,553.6,562.0,559.0,559.64,143448,802.79,9716,76849,53.57
CDSL,EQ,19-Apr-2023,1011.35,1010.9,1010.9,996.3,1007.1,1007.2,1004.09,224437,2253.56,10111,115603,51.51
CEATLTD,EQ,19-Apr-2023,1444.45,1451.95,1464.45,1425.0,1431.0,1427.55,1439.56,96404,1387.79,10746,36098,37.44
CELEBRITY,EQ,19-Apr-2023,14.2,14.6,14.6,14.1,14.2,14.15,14.25,33474,4.77,189,21329,63.72
CENTENKA,EQ,19-Apr-2023,372.05,372.95,375.55,371.1,373.0,372.4,373.54,20007,74.73,892,11614,58.05
CENTEXT,EQ,19-Apr-2023,9.05,9.05,9.2,9.0,9.2,9.1,9.11,56892,5.18,287,41021,72.10
CENTRALBK,EQ,19-Apr-2023,26.75,26.8,27.9,26.75,27.1,27.05,27.32,12112141,3308.99,13900,3364311,27.78
CENTRUM,EQ,19-Apr-2023,18.85,19.05,19.05,18.8,19.0,18.9,18.96,117928,22.36,383,92640,78.56
CENTUM,EQ,19-Apr-2023,790.25,790.9,798.25,778.0,788.0,789.35,788.2,10714,84.45,1208,4864,45.40
CENTURYPLY,EQ,19-Apr-2023,511.7,507.6,535.95,507.6,525.0,523.05,525.9,320638,1686.22,15776,120312,37.52
CENTURYTEX,EQ,19-Apr-2023,675.05,675.05,691.95,666.0,687.0,682.75,677.84,233980,1586.01,15198,94790,40.51
CERA,EQ,19-Apr-2023,6332.25,6356.4,6459.15,6251.1,6331.1,6339.45,6345.05,16149,1024.66,5496,6112,37.85
CEREBRAINT,EQ,19-Apr-2023,7.2,7.2,7.55,7.15,7.55,7.55,7.47,778657,58.2,938,517852,66.51
CESC,EQ,19-Apr-2023,67.95,67.95,69.15,67.85,68.45,68.5,68.59,1028915,705.69,5602,489798,47.60
CGCL,EQ,19-Apr-2023,617.25,615.65,631.0,607.0,629.9,626.6,615.52,632867,3895.4,4940,561068,88.65
CGPOWER,EQ,19-Apr-2023,303.85,303.85,303.9,296.3,299.25,298.6,300.3,593807,1783.23,17873,343435,57.84
CHALET,EQ,19-Apr-2023,365.0,368.0,372.5,364.0,369.0,367.65,368.49,100543,370.49,3914,41575,41.35
CHAMBLFERT,EQ,19-Apr-2023,283.65,283.65,286.5,281.25,282.5,282.05,283.78,410556,1165.06,7105,114560,27.90
CHEMBOND,EQ,19-Apr-2023,275.6,273.9,277.45,268.0,272.9,270.0,272.46,10355,28.21,682,5116,49.41
CHEMCON,EQ,19-Apr-2023,264.05,265.95,267.35,262.85,265.1,265.1,265.14,34876,92.47,1876,17168,49.23
CHEMFAB,EQ,19-Apr-2023,292.35,293.05,297.65,273.05,277.0,276.9,282.18,25351,71.54,1013,16510,65.13
CHEMPLASTS,EQ,19-Apr-2023,417.8,419.9,426.85,417.85,418.7,420.95,421.56,303315,1278.65,9969,178860,58.97
CHENNPETRO,EQ,19-Apr-2023,258.35,260.45,267.4,256.5,262.1,262.45,261.55,1715950,4488.05,29294,638050,37.18
CHEVIOT,EQ,19-Apr-2023,1064.5,1064.5,1064.5,1052.0,1057.2,1056.3,1056.19,1110,11.72,135,808,72.79
CHOICEIN,EQ,19-Apr-2023,316.6,320.0,322.85,315.9,319.7,318.95,318.86,358949,1144.56,4738,73363,20.44
CHOLAFIN,EQ,19-Apr-2023,839.6,840.0,851.15,838.2,845.6,846.9,845.91,1267087,10718.39,31580,589004,46.48
CHOLAHLDNG,EQ,19-Apr-2023,576.3,577.2,582.0,567.15,574.9,574.85,574.46,92682,532.42,3421,75175,81.11
CIGNITITEC,EQ,19-Apr-2023,759.6,759.9,808.8,749.0,797.85,791.9,778.65,151463,1179.37,7932,67524,44.58
CINELINE,EQ,19-Apr-2023,95.9,96.55,98.0,95.1,96.3,96.5,96.42,23291,22.46,214,19117,82.08
CINEVISTA,EQ,19-Apr-2023,12.15,12.25,12.6,12.0,12.45,12.45,12.33,27970,3.45,182,16107,57.59
CIPLA,EQ,19-Apr-2023,924.25,925.95,925.95,909.0,912.8,911.9,916.87,1538261,14103.8,55774,987312,64.18
CLEAN,EQ,19-Apr-2023,1406.55,1406.95,1435.0,1402.0,1414.8,1413.75,1417.78,39072,553.96,3333,22054,56.44
CLEDUCATE,EQ,19-Apr-2023,56.25,57.5,57.5,55.05,55.15,55.75,56.05,19602,10.99,322,14932,76.18
CLOUD,SM,19-Apr-2023,663.95,665.0,675.0,642.5,642.5,652.45,662.17,51000,337.7,66,34500,67.65
CLSEL,EQ,19-Apr-2023,165.4,166.0,183.95,166.0,179.35,179.8,176.86,763886,1351.03,15267,209048,27.37
CMICABLES,EQ,19-Apr-2023,12.25,12.5,12.8,12.1,12.35,12.5,12.38,25879,3.2,235,17120,66.15
CMMIPL,ST,19-Apr-2023,4.1,4.15,4.15,4.15,4.15,4.15,4.15,3000,0.12,1,3000,100.00
CMNL,SM,19-Apr-2023,50.85,49.1,51.55,49.05,49.25,49.25,50.14,36000,18.05,12,18000,50.00
CMSINFO,EQ,19-Apr-2023,289.75,289.7,297.9,289.2,294.5,296.05,294.39,162309,477.82,6459,80190,49.41
COALINDIA,EQ,19-Apr-2023,232.2,233.6,234.6,229.0,230.15,230.4,232.4,7424582,17254.52,72753,2539974,34.21
COASTCORP,EQ,19-Apr-2023,206.25,213.25,219.0,205.05,212.95,212.9,214.29,67501,144.65,1709,30037,44.50
COASTPP1,E1,19-Apr-2023,145.75,149.4,149.4,125.75,141.85,141.85,129.06,24,0.03,7,20,83.33
COCHINSHIP,EQ,19-Apr-2023,484.7,486.0,492.3,484.7,487.9,487.3,488.52,280425,1369.94,11199,88663,31.62
COFFEEDAY,EQ,19-Apr-2023,32.95,32.8,33.25,32.2,32.55,32.55,32.64,896676,292.69,4661,460020,51.30
COFORGE,EQ,19-Apr-2023,4028.2,4028.2,4028.2,3882.85,3894.0,3901.95,3939.88,381807,15042.73,37777,96697,25.33
COLPAL,EQ,19-Apr-2023,1551.45,1540.0,1558.2,1526.45,1526.5,1528.95,1533.97,253684,3891.44,24440,143262,56.47
COMPINFO,EQ,19-Apr-2023,14.0,14.1,14.25,13.95,14.05,14.05,14.06,171427,24.1,672,132557,77.33
COMPUSOFT,EQ,19-Apr-2023,18.0,18.15,18.5,17.75,18.1,18.0,18.07,44286,8.0,401,28491,64.33
CONCOR,EQ,19-Apr-2023,608.65,611.0,611.0,598.0,599.1,599.4,602.49,566828,3415.09,17286,313022,55.22
CONFIPET,EQ,19-Apr-2023,59.9,60.5,61.1,59.0,59.7,59.4,59.76,497880,297.54,5572,272452,54.72
CONSOFINVT,EQ,19-Apr-2023,103.55,105.35,109.0,104.2,108.5,108.15,107.49,3124,3.36,131,932,29.83
CONSUMBEES,EQ,19-Apr-2023,80.46,81.88,81.88,79.78,80.2,80.15,80.07,14021,11.23,278,8642,61.64
CONTI,SM,19-Apr-2023,14.6,15.3,15.3,14.6,15.3,15.3,15.13,13332,2.02,4,9999,75.00
